R(Bohr),-1,-2,-3,-4,-5,-6
19.2,-0.279563,-0.265916,-0.254753,-0.234604,-0.231288,-0.223155
19.4,-0.27955,-0.265901,-0.254747,-0.234367,-0.231214,-0.223085
19.6,-0.279539,-0.265888,-0.254742,-0.234145,-0.231136,-0.223013
19.8,-0.279528,-0.265876,-0.254737,-0.233938,-0.231053,-0.222939
20,-0.279518,-0.265865,-0.254732,-0.233747,-0.230964,-0.222863
20.5,-0.279497,-0.265842,-0.254723,-0.23334,-0.230722,-0.222661
21,-0.279478,-0.265823,-0.254714,-0.233025,-0.230452,-0.222436
21.5,-0.279463,-0.265807,-0.254707,-0.232788,-0.230171,-0.222185
22,-0.279449,-0.265794,-0.254701,-0.232612,-0.229893,-0.221908
22.5,-0.279437,-0.265783,-0.254695,-0.23248,-0.229631,-0.221603
23,-0.279427,-0.265774,-0.254691,-0.23238,-0.229394,-0.221273
24,-0.279411,-0.26576,-0.254683,-0.232241,-0.229004,-0.220546
24.5,-0.279405,-0.265756,-0.254681,-0.232194,-0.228852,-0.220159
25,-0.279399,-0.265751,-0.254678,-0.232154,-0.228723,-0.219759
25.5,-0.279394,-0.265747,-0.254675,-0.232122,-0.228615,-0.219351
26.5,-0.279385,-0.26574,-0.254671,-0.232073,-0.228452,-0.218524
27,-0.279381,-0.265737,-0.254669,-0.232054,-0.228392,-0.218111
27.5,-0.279378,-0.265735,-0.254668,-0.232038,-0.228342,-0.2177
28,-0.279375,-0.265733,-0.254666,-0.232025,-0.228301,-0.217295
28.5,-0.279372,-0.265731,-0.254665,-0.232013,-0.228268,-0.216895
29,-0.27937,-0.265729,-0.254663,-0.232003,-0.228241,-0.216502
29.5,-0.279368,-0.265728,-0.254662,-0.231994,-0.228218,-0.216118
30,-0.279366,-0.265727,-0.254661,-0.231987,-0.2282,-0.215743
31,-0.279362,-0.265724,-0.254659,-0.231975,-0.228173,-0.215023
32,-0.279359,-0.265723,-0.254658,-0.231966,-0.228154,-0.21435
33,-0.279357,-0.265721,-0.254656,-0.231958,-0.228141,-0.213732
34,-0.279355,-0.26572,-0.254655,-0.231953,-0.228132,-0.213179
35,-0.279354,-0.265719,-0.254654,-0.231948,-0.228125,-0.212702
36,-0.279352,-0.265718,-0.254653,-0.231945,-0.228119,-0.212311
37,-0.279351,-0.265717,-0.254653,-0.231942,-0.228115,-0.212008
38,-0.27935,-0.265717,-0.254652,-0.23194,-0.228111,-0.211784
39,-0.279349,-0.265716,-0.254651,-0.231938,-0.228107,-0.211622
40,-0.279348,-0.265716,-0.254651,-0.231936,-0.228103,-0.211507
41,-0.279348,-0.265715,-0.254651,-0.231935,-0.2281,-0.211423
42,-0.279347,-0.265715,-0.25465,-0.231934,-0.228096,-0.211361
43,-0.279347,-0.265715,-0.25465,-0.231933,-0.228093,-0.211315
44,-0.279346,-0.265715,-0.25465,-0.231932,-0.22809,-0.211278
45,-0.279346,-0.265714,-0.254649,-0.231931,-0.228087,-0.211249
46,-0.279346,-0.265714,-0.254649,-0.23193,-0.228085,-0.211226
47,-0.279345,-0.265714,-0.254649,-0.23193,-0.228082,-0.211206
48,-0.279345,-0.265714,-0.254649,-0.231929,-0.22808,-0.21119
49,-0.279345,-0.265714,-0.254648,-0.231929,-0.228078,-0.211176
50,-0.279345,-0.265713,-0.254648,-0.231928,-0.228076,-0.211164
51,-0.279344,-0.265713,-0.254648,-0.231928,-0.228075,-0.211154
52,-0.279344,-0.265713,-0.254648,-0.231927,-0.228074,-0.211145
53,-0.279344,-0.265713,-0.254648,-0.231927,-0.228073,-0.211138
54,-0.279344,-0.265713,-0.254648,-0.231927,-0.228072,-0.211132
55,-0.279344,-0.265713,-0.254648,-0.231927,-0.228071,-0.211127
56,-0.279344,-0.265713,-0.254648,-0.231927,-0.22807,-0.211122
57,-0.279344,-0.265713,-0.254648,-0.231926,-0.22807,-0.211119
58,-0.279344,-0.265713,-0.254647,-0.231926,-0.22807,-0.211116
59,-0.279343,-0.265713,-0.254647,-0.231926,-0.228069,-0.211113
60,-0.279343,-0.265713,-0.254647,-0.231926,-0.228069,-0.211111
