R(Bohr),-1,-2,-3,-4,-5,-6,-7,-8,-9
13.8,-0.333221,-0.291575,-0.271721,-0.261515,-0.255974,-0.244289,-0.233448,-0.229672,-0.226021
14,-0.33309,-0.290838,-0.271655,-0.261203,-0.256139,-0.244404,-0.233234,-0.229243,-0.225674
14.2,-0.332974,-0.290118,-0.271585,-0.260945,-0.256267,-0.244509,-0.233039,-0.228839,-0.225344
14.4,-0.332871,-0.289417,-0.27151,-0.260744,-0.256354,-0.244607,-0.232862,-0.228456,-0.225034
14.6,-0.33278,-0.288738,-0.27143,-0.260601,-0.256398,-0.244697,-0.2327,-0.228091,-0.224742
14.8,-0.3327,-0.288082,-0.271341,-0.260513,-0.2564,-0.244782,-0.232554,-0.227738,-0.224469
15,-0.332629,-0.28745,-0.271244,-0.260471,-0.256365,-0.244862,-0.23242,-0.227394,-0.224215
15.2,-0.332567,-0.286845,-0.271136,-0.260468,-0.256301,-0.244938,-0.232298,-0.227054,-0.223982
15.4,-0.33251,-0.286266,-0.271015,-0.260491,-0.256216,-0.245008,-0.232186,-0.226712,-0.223767
15.6,-0.332461,-0.285717,-0.270884,-0.260535,-0.256118,-0.245077,-0.232085,-0.22637,-0.223575
15.8,-0.332416,-0.285197,-0.270738,-0.260588,-0.256012,-0.245142,-0.231991,-0.226022,-0.223405
16,-0.332377,-0.284708,-0.270581,-0.260647,-0.255905,-0.245205,-0.231905,-0.225669,-0.223261
16.2,-0.332341,-0.284248,-0.270409,-0.260703,-0.255799,-0.245266,-0.231826,-0.225309,-0.223141
16.4,-0.332311,-0.28382,-0.270226,-0.260756,-0.255698,-0.245325,-0.231755,-0.224944,-0.223048
16.6,-0.332282,-0.283421,-0.27003,-0.2608,-0.255601,-0.245381,-0.231688,-0.224571,-0.222976
16.8,-0.332256,-0.283052,-0.269823,-0.260832,-0.25551,-0.245436,-0.231626,-0.224194,-0.222924
17,-0.332234,-0.282713,-0.269608,-0.260854,-0.255428,-0.24549,-0.23157,-0.223814,-0.22289
17.2,-0.332214,-0.282402,-0.269385,-0.260859,-0.25535,-0.245542,-0.231517,-0.22343,-0.22287
17.4,-0.332195,-0.282117,-0.269156,-0.260849,-0.25528,-0.245592,-0.231469,-0.223049,-0.222859
17.6,-0.332179,-0.281859,-0.268926,-0.260822,-0.255217,-0.245642,-0.231425,-0.222881,-0.222647
17.8,-0.332163,-0.281623,-0.268694,-0.260775,-0.255159,-0.24569,-0.231384,-0.222893,-0.222265
18,-0.332149,-0.281409,-0.268464,-0.260709,-0.255107,-0.245736,-0.231346,-0.222918,-0.221883
18.2,-0.332137,-0.281216,-0.26824,-0.260621,-0.25506,-0.245781,-0.231311,-0.222953,-0.221529
18.4,-0.332125,-0.281042,-0.268022,-0.260513,-0.255017,-0.245825,-0.231279,-0.222996,-0.221373
18.6,-0.332115,-0.280886,-0.267814,-0.260383,-0.25498,-0.245869,-0.231251,-0.223048,-0.221286
18.8,-0.332105,-0.280745,-0.267616,-0.260231,-0.254946,-0.24591,-0.231224,-0.223107,-0.221208
19,-0.332097,-0.280617,-0.26743,-0.260057,-0.254916,-0.245951,-0.231199,-0.223173,-0.221137
19.2,-0.332088,-0.280503,-0.267257,-0.259861,-0.254888,-0.24599,-0.231177,-0.223245,-0.221071
19.4,-0.332081,-0.2804,-0.267098,-0.259645,-0.254864,-0.246028,-0.231157,-0.223323,-0.22101
19.6,-0.332074,-0.280307,-0.266953,-0.25941,-0.254842,-0.246064,-0.231139,-0.223408,-0.220954
19.8,-0.332067,-0.280223,-0.266821,-0.259157,-0.254822,-0.2461,-0.231124,-0.223497,-0.220903
20,-0.332061,-0.280148,-0.266703,-0.258887,-0.254805,-0.246134,-0.23111,-0.223592,-0.220856
20.5,-0.332049,-0.279992,-0.266459,-0.258154,-0.25477,-0.246215,-0.231084,-0.223848,-0.22076
21,-0.332038,-0.279871,-0.266276,-0.257356,-0.254742,-0.246288,-0.231068,-0.224124,-0.220686
21.5,-0.332028,-0.279777,-0.266142,-0.256519,-0.254719,-0.246352,-0.231061,-0.224413,-0.220633
22,-0.33202,-0.279703,-0.266043,-0.255666,-0.254697,-0.246407,-0.231063,-0.224708,-0.220595
22.5,-0.332014,-0.279645,-0.265969,-0.254868,-0.254618,-0.246452,-0.231072,-0.225003,-0.220571
23,-0.332008,-0.279599,-0.265915,-0.254708,-0.253911,-0.246486,-0.231087,-0.225292,-0.220558
24,-0.331998,-0.279533,-0.265843,-0.254684,-0.252265,-0.246513,-0.231134,-0.225834,-0.220552
24.5,-0.331995,-0.27951,-0.26582,-0.254679,-0.251484,-0.2465,-0.231164,-0.226083,-0.220559
25,-0.331991,-0.27949,-0.265801,-0.254674,-0.250743,-0.24646,-0.231197,-0.226313,-0.220567
25.5,-0.331988,-0.279473,-0.265786,-0.254671,-0.250057,-0.246382,-0.231233,-0.226524,-0.220579
26.5,-0.331983,-0.279446,-0.265766,-0.254666,-0.248918,-0.246048,-0.231309,-0.226889,-0.220608
27,-0.331981,-0.279436,-0.265758,-0.254664,-0.248504,-0.245754,-0.231349,-0.227044,-0.220624
27.5,-0.331979,-0.279427,-0.265752,-0.254663,-0.248202,-0.245368,-0.231389,-0.227182,-0.220642
28,-0.331977,-0.279419,-0.265747,-0.254661,-0.247995,-0.244906,-0.231429,-0.227304,-0.22066
28.5,-0.331975,-0.279411,-0.265743,-0.25466,-0.247856,-0.244396,-0.231468,-0.227412,-0.220678
29,-0.331974,-0.279405,-0.265739,-0.254659,-0.247763,-0.243858,-0.231507,-0.227506,-0.220696
29.5,-0.331973,-0.2794,-0.265736,-0.254658,-0.247699,-0.243311,-0.231543,-0.227588,-0.220715
30,-0.331971,-0.279395,-0.265733,-0.254657,-0.247654,-0.242762,-0.231579,-0.22766,-0.220733
31,-0.331969,-0.279386,-0.265729,-0.254656,-0.247598,-0.241684,-0.231643,-0.227777,-0.220769
32,-0.331968,-0.27938,-0.265726,-0.254655,-0.247567,-0.240649,-0.231699,-0.227865,-0.220804
33,-0.331966,-0.279374,-0.265724,-0.254654,-0.247548,-0.239665,-0.231746,-0.227931,-0.220835
34,-0.331965,-0.279369,-0.265722,-0.254653,-0.247536,-0.238732,-0.231784,-0.227981,-0.220864
35,-0.331964,-0.279365,-0.265721,-0.254652,-0.247527,-0.237851,-0.231814,-0.228019,-0.22089
36,-0.331963,-0.279362,-0.265719,-0.254652,-0.247522,-0.237018,-0.231838,-0.228048,-0.220912
37,-0.331962,-0.279359,-0.265718,-0.254651,-0.247517,-0.23623,-0.231856,-0.228069,-0.220932
38,-0.331962,-0.279357,-0.265718,-0.254651,-0.247514,-0.235486,-0.231868,-0.228085,-0.220948
39,-0.331961,-0.279355,-0.265717,-0.25465,-0.247512,-0.234782,-0.231877,-0.228097,-0.220962
40,-0.331961,-0.279353,-0.265716,-0.25465,-0.247509,-0.234116,-0.231881,-0.228106,-0.220973
41,-0.33196,-0.279352,-0.265716,-0.25465,-0.247508,-0.233488,-0.23188,-0.228112,-0.220981
42,-0.33196,-0.27935,-0.265715,-0.254649,-0.247506,-0.2329,-0.231868,-0.228115,-0.220988
43,-0.33196,-0.279349,-0.265715,-0.254649,-0.247505,-0.232373,-0.231823,-0.228117,-0.220993
44,-0.331959,-0.279348,-0.265715,-0.254649,-0.247504,-0.232049,-0.231603,-0.228117,-0.220997
45,-0.331959,-0.279348,-0.265714,-0.254649,-0.247503,-0.231973,-0.231159,-0.228117,-0.221
46,-0.331959,-0.279347,-0.265714,-0.254649,-0.247503,-0.231953,-0.230682,-0.228115,-0.221001
47,-0.331958,-0.279347,-0.265714,-0.254648,-0.247502,-0.231945,-0.230216,-0.228112,-0.221002
48,-0.331958,-0.279346,-0.265714,-0.254648,-0.247501,-0.23194,-0.229766,-0.228109,-0.221002
49,-0.331958,-0.279346,-0.265714,-0.254648,-0.247501,-0.231938,-0.229334,-0.228105,-0.221002
50,-0.331958,-0.279345,-0.265714,-0.254648,-0.2475,-0.231936,-0.22892,-0.2281,-0.221002
51,-0.331958,-0.279345,-0.265713,-0.254648,-0.2475,-0.231934,-0.228523,-0.228093,-0.221002
52,-0.331958,-0.279345,-0.265713,-0.254648,-0.2475,-0.231933,-0.228168,-0.228062,-0.221001
53,-0.331957,-0.279345,-0.265713,-0.254648,-0.247499,-0.231932,-0.228099,-0.227758,-0.221
54,-0.331957,-0.279344,-0.265713,-0.254648,-0.247499,-0.231931,-0.228092,-0.227407,-0.220999
55,-0.331957,-0.279344,-0.265713,-0.254648,-0.247499,-0.23193,-0.228087,-0.227067,-0.220998
56,-0.331957,-0.279344,-0.265713,-0.254648,-0.247499,-0.23193,-0.228084,-0.226738,-0.220997
57,-0.331957,-0.279344,-0.265713,-0.254647,-0.247499,-0.231929,-0.228081,-0.226421,-0.220996
58,-0.331957,-0.279344,-0.265713,-0.254647,-0.247498,-0.231929,-0.228078,-0.226115,-0.220996
59,-0.331957,-0.279344,-0.265713,-0.254647,-0.247498,-0.231928,-0.228076,-0.22582,-0.220995
60,-0.331957,-0.279344,-0.265713,-0.254647,-0.247498,-0.231928,-0.228074,-0.225534,-0.220994
